,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,min_duration,age_bin,pdays_contacted
33507,53,management,married,secondary,no,90,yes,no,telephone,20,apr,5,0,0,unknown,0,1.1166666666666667,"(48.0, 63.0]",0
3604,31,unemployed,single,primary,no,0,yes,no,unknown,15,may,18,0,0,unknown,0,0.4,"(17.925, 33.0]",0
17895,58,retired,married,secondary,no,901,yes,yes,cellular,30,jul,2,0,0,unknown,0,3.9166666666666665,"(48.0, 63.0]",0
33616,42,management,divorced,secondary,no,317,yes,no,cellular,20,apr,3,0,0,unknown,0,2.2666666666666666,"(33.0, 48.0]",0
12378,25,blue-collar,single,unknown,no,373,yes,no,unknown,27,jun,2,0,0,unknown,0,10.566666666666666,"(17.925, 33.0]",0
9829,45,retired,single,tertiary,no,212,no,no,unknown,9,jun,1,0,0,unknown,0,1.05,"(33.0, 48.0]",0
39615,60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,1,0,0,unknown,0,2.4833333333333334,"(48.0, 63.0]",0
3905,47,services,married,secondary,no,837,yes,yes,unknown,16,may,1,0,0,unknown,0,2.2666666666666666,"(33.0, 48.0]",0
26713,54,management,married,tertiary,no,1502,no,no,cellular,20,nov,3,0,0,unknown,0,0.7166666666666667,"(48.0, 63.0]",0
43185,26,services,single,secondary,no,162,yes,no,cellular,2,mar,2,130,8,other,0,3.0833333333333335,"(17.925, 33.0]",1
5784,34,admin.,married,secondary,no,635,yes,no,unknown,26,may,1,0,0,unknown,0,4.116666666666666,"(33.0, 48.0]",0
15102,31,blue-collar,married,secondary,no,212,yes,yes,cellular,17,jul,2,0,0,unknown,0,2.3833333333333333,"(17.925, 33.0]",0
4296,51,management,married,tertiary,no,642,no,no,unknown,19,may,2,0,0,unknown,0,3.05,"(48.0, 63.0]",0
24415,45,management,married,secondary,no,4425,no,no,unknown,17,nov,1,110,2,failure,0,2.45,"(33.0, 48.0]",1
36502,59,entrepreneur,married,tertiary,no,146,yes,no,cellular,12,may,3,365,6,failure,0,1.6166666666666667,"(48.0, 63.0]",1
25969,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,2,0,0,unknown,0,2.566666666666667,"(48.0, 63.0]",0
44858,31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,2,842,1,failure,1,5.083333333333333,"(17.925, 33.0]",1
42139,40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,2,85,3,failure,0,2.95,"(33.0, 48.0]",1
11401,58,retired,married,tertiary,no,5087,no,no,unknown,19,jun,1,0,0,unknown,0,4.2,"(48.0, 63.0]",0
17466,30,management,single,tertiary,no,199,no,yes,cellular,28,jul,7,0,0,unknown,0,2.183333333333333,"(17.925, 33.0]",0
3818,29,blue-collar,single,secondary,no,1166,yes,no,unknown,16,may,1,0,0,unknown,0,0.55,"(17.925, 33.0]",0
27013,52,housemaid,married,secondary,no,1752,no,yes,telephone,21,nov,4,123,8,failure,0,5.766666666666667,"(48.0, 63.0]",1
2357,45,services,married,secondary,no,-3,yes,no,unknown,13,may,1,0,0,unknown,0,3.55,"(33.0, 48.0]",0
7003,54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,2,0,0,unknown,0,5.033333333333333,"(48.0, 63.0]",0
44449,67,retired,divorced,primary,no,1746,no,no,cellular,5,aug,1,0,0,unknown,0,2.2333333333333334,"(63.0, 78.0]",0
1398,35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,may,2,0,0,unknown,0,6.483333333333333,"(33.0, 48.0]",0
37003,41,admin.,single,secondary,no,334,yes,no,cellular,13,may,4,331,22,other,0,0.23333333333333334,"(33.0, 48.0]",1
32469,39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,1,0,0,unknown,0,3.95,"(33.0, 48.0]",0
9658,39,blue-collar,married,secondary,no,497,no,no,unknown,6,jun,4,0,0,unknown,0,1.5833333333333333,"(33.0, 48.0]",0
30730,57,unemployed,married,secondary,no,3030,no,no,cellular,6,feb,2,0,0,unknown,0,2.3666666666666667,"(48.0, 63.0]",0
23986,34,technician,divorced,secondary,no,347,no,no,cellular,29,aug,14,0,0,unknown,0,0.25,"(33.0, 48.0]",0
31871,41,services,married,secondary,no,803,yes,no,cellular,9,apr,4,316,3,failure,1,9.866666666666667,"(33.0, 48.0]",1
23137,59,self-employed,married,primary,no,745,no,no,cellular,26,aug,9,0,0,unknown,0,2.8,"(48.0, 63.0]",0
20999,54,services,married,secondary,no,131,no,no,cellular,14,aug,2,0,0,unknown,0,4.2,"(48.0, 63.0]",0
13643,33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,11,0,0,unknown,0,3.5166666666666666,"(17.925, 33.0]",0
10533,57,blue-collar,divorced,primary,no,3111,no,no,unknown,16,jun,6,0,0,unknown,0,1.5333333333333334,"(48.0, 63.0]",0
37355,51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,1,364,1,failure,0,6.016666666666667,"(48.0, 63.0]",1
28533,36,technician,married,secondary,no,1508,no,no,cellular,29,jan,2,185,8,failure,0,3.1166666666666667,"(33.0, 48.0]",1
27707,40,blue-collar,married,secondary,no,-648,yes,no,cellular,21,nov,2,0,0,unknown,0,4.666666666666667,"(33.0, 48.0]",0
2094,40,services,single,secondary,no,737,yes,no,unknown,12,may,2,0,0,unknown,0,1.95,"(33.0, 48.0]",0
10829,46,housemaid,divorced,primary,no,2291,no,no,unknown,17,jun,1,0,0,unknown,0,3.6333333333333333,"(33.0, 48.0]",0
15433,49,management,divorced,tertiary,no,169,no,no,cellular,18,jul,1,0,0,unknown,0,2.35,"(48.0, 63.0]",0
6904,48,management,married,secondary,no,99,yes,no,unknown,28,may,1,0,0,unknown,0,5.733333333333333,"(33.0, 48.0]",0
470,44,services,divorced,secondary,no,424,yes,no,unknown,6,may,1,0,0,unknown,0,0.45,"(33.0, 48.0]",0
39268,34,blue-collar,married,secondary,no,463,yes,no,cellular,18,may,11,360,4,failure,0,0.18333333333333332,"(33.0, 48.0]",1
7390,30,management,married,tertiary,no,623,yes,no,unknown,29,may,5,0,0,unknown,0,8.533333333333333,"(17.925, 33.0]",0
41545,58,housemaid,married,primary,no,4605,no,no,cellular,11,sep,1,38,1,failure,0,5.65,"(48.0, 63.0]",1
35823,26,management,single,tertiary,no,962,yes,no,cellular,8,may,1,0,0,unknown,0,2.2,"(17.925, 33.0]",0
34719,44,blue-collar,married,primary,no,0,yes,no,telephone,5,may,2,350,1,failure,0,6.8,"(33.0, 48.0]",1
10480,41,management,divorced,tertiary,no,1401,no,no,unknown,16,jun,4,0,0,unknown,0,1.8333333333333333,"(33.0, 48.0]",0
24912,54,retired,divorced,tertiary,no,349,yes,no,cellular,18,nov,1,0,0,unknown,0,4.283333333333333,"(48.0, 63.0]",0
22374,38,technician,single,secondary,no,0,no,no,cellular,22,aug,2,0,0,unknown,0,5.083333333333333,"(33.0, 48.0]",0
6188,38,admin.,divorced,secondary,no,-212,yes,no,unknown,27,may,2,0,0,unknown,0,1.3,"(33.0, 48.0]",0
24984,51,technician,married,tertiary,no,7338,no,no,cellular,18,nov,1,0,0,unknown,0,1.3666666666666667,"(48.0, 63.0]",0
23480,43,management,married,tertiary,no,228,no,no,cellular,28,aug,18,0,0,unknown,0,0.7833333333333333,"(33.0, 48.0]",0
13203,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,1,0,0,unknown,0,3.1333333333333333,"(33.0, 48.0]",0
10405,35,admin.,single,secondary,no,128,no,no,unknown,12,jun,1,0,0,unknown,0,0.7666666666666667,"(33.0, 48.0]",0
21714,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,1,0,0,unknown,0,4.4,"(17.925, 33.0]",0
17102,46,blue-collar,married,primary,no,-160,no,yes,telephone,25,jul,11,0,0,unknown,0,1.55,"(33.0, 48.0]",0
35504,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,2,287,3,other,1,30.1,"(33.0, 48.0]",1
4237,51,services,married,secondary,no,2085,yes,no,unknown,19,may,1,0,0,unknown,0,1.1666666666666667,"(48.0, 63.0]",0
35115,36,blue-collar,married,unknown,no,-400,yes,yes,cellular,6,may,2,307,1,failure,0,6.033333333333333,"(33.0, 48.0]",1
21843,52,self-employed,married,secondary,no,-163,yes,no,cellular,20,aug,2,0,0,unknown,0,2.3,"(48.0, 63.0]",0
31040,58,technician,married,primary,no,4198,no,no,cellular,11,feb,5,0,0,unknown,0,5.15,"(48.0, 63.0]",0
4095,44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,may,4,0,0,unknown,0,1.3833333333333333,"(33.0, 48.0]",0
35939,52,blue-collar,married,primary,no,1705,no,no,cellular,8,may,3,0,0,unknown,0,5.566666666666666,"(48.0, 63.0]",0
26857,41,management,married,tertiary,no,5883,no,no,cellular,20,nov,2,0,0,unknown,0,3.033333333333333,"(33.0, 48.0]",0
3028,29,entrepreneur,single,tertiary,no,303,yes,no,unknown,14,may,4,0,0,unknown,0,3.0,"(17.925, 33.0]",0
40830,29,admin.,married,tertiary,no,238,no,no,cellular,11,aug,1,78,3,success,0,1.6166666666666667,"(17.925, 33.0]",1
41759,67,retired,married,primary,no,1430,no,no,telephone,12,oct,3,0,0,unknown,0,1.4666666666666666,"(63.0, 78.0]",0
9712,35,blue-collar,single,primary,no,3798,no,no,unknown,6,jun,1,0,0,unknown,0,0.31666666666666665,"(33.0, 48.0]",0
30476,48,blue-collar,married,secondary,no,750,no,no,cellular,5,feb,2,8,2,other,0,1.4166666666666667,"(33.0, 48.0]",1
30878,48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,8,0,0,unknown,0,0.3,"(33.0, 48.0]",0
14424,45,technician,single,secondary,no,1196,yes,no,cellular,14,jul,6,0,0,unknown,0,1.8,"(33.0, 48.0]",0
3643,51,blue-collar,married,secondary,no,1414,yes,no,unknown,15,may,2,0,0,unknown,0,4.016666666666667,"(48.0, 63.0]",0
5115,39,blue-collar,married,primary,no,2003,yes,no,unknown,21,may,2,0,0,unknown,0,3.816666666666667,"(33.0, 48.0]",0
13832,51,blue-collar,divorced,primary,no,1236,yes,no,cellular,10,jul,1,0,0,unknown,0,10.216666666666667,"(48.0, 63.0]",0
28254,35,management,single,secondary,no,81,yes,no,cellular,29,jan,1,0,0,unknown,0,1.3166666666666667,"(33.0, 48.0]",0
17248,56,admin.,divorced,secondary,no,1026,yes,no,cellular,28,jul,2,0,0,unknown,0,2.8833333333333333,"(48.0, 63.0]",0
30500,31,entrepreneur,single,tertiary,no,544,no,yes,cellular,5,feb,2,8,3,other,0,6.683333333333334,"(17.925, 33.0]",1
39309,35,technician,married,secondary,no,-706,yes,yes,cellular,18,may,2,0,0,unknown,0,0.7333333333333333,"(33.0, 48.0]",0
35473,58,management,married,tertiary,no,246,yes,no,cellular,7,may,2,288,2,failure,0,4.083333333333333,"(48.0, 63.0]",1
40191,28,admin.,single,secondary,no,1448,no,no,cellular,8,jun,5,0,0,unknown,0,2.1666666666666665,"(17.925, 33.0]",0
4976,36,management,married,unknown,no,-35,yes,yes,unknown,21,may,2,0,0,unknown,0,0.2833333333333333,"(33.0, 48.0]",0
36511,41,retired,single,secondary,no,1734,yes,no,cellular,12,may,2,343,4,failure,0,2.5166666666666666,"(33.0, 48.0]",1
3248,49,entrepreneur,married,tertiary,no,221,yes,no,unknown,15,may,1,0,0,unknown,0,5.083333333333333,"(48.0, 63.0]",0
15382,34,management,married,tertiary,no,303,yes,no,cellular,18,jul,2,0,0,unknown,0,3.7666666666666666,"(33.0, 48.0]",0
37727,33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,2,370,1,failure,0,1.2,"(17.925, 33.0]",1
23426,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,7,0,0,unknown,0,2.7333333333333334,"(48.0, 63.0]",0
26313,32,technician,single,secondary,no,137,no,no,cellular,20,nov,4,0,0,unknown,0,5.033333333333333,"(17.925, 33.0]",0
8248,39,technician,married,secondary,no,-295,yes,no,unknown,2,jun,1,0,0,unknown,0,4.8,"(33.0, 48.0]",0
25387,30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,1,144,5,failure,0,3.15,"(17.925, 33.0]",1
21270,39,management,single,tertiary,no,1914,no,no,cellular,18,aug,4,0,0,unknown,0,1.5666666666666667,"(33.0, 48.0]",0
37926,31,blue-collar,married,primary,no,42,yes,no,cellular,14,may,3,0,0,unknown,0,3.0833333333333335,"(17.925, 33.0]",0
12092,42,technician,married,secondary,no,2980,no,no,unknown,20,jun,3,0,0,unknown,0,1.6833333333333333,"(33.0, 48.0]",0
13985,30,services,single,secondary,no,211,no,yes,cellular,10,jul,3,0,0,unknown,0,2.216666666666667,"(17.925, 33.0]",0
41596,38,technician,married,secondary,no,4539,no,no,cellular,16,sep,1,0,0,unknown,1,6.45,"(33.0, 48.0]",0
23204,59,retired,married,secondary,no,2396,no,no,cellular,27,aug,6,0,0,unknown,1,17.333333333333332,"(48.0, 63.0]",0
19111,50,admin.,married,secondary,no,350,no,no,cellular,5,aug,2,0,0,unknown,0,1.1,"(48.0, 63.0]",0
38641,31,admin.,single,secondary,no,862,yes,no,cellular,15,may,2,0,0,unknown,0,0.7833333333333333,"(17.925, 33.0]",0
27456,44,management,married,tertiary,no,-692,no,yes,cellular,21,nov,2,0,0,unknown,0,0.8666666666666667,"(33.0, 48.0]",0
7616,43,blue-collar,married,secondary,no,1096,no,yes,unknown,30,may,1,0,0,unknown,0,3.0,"(33.0, 48.0]",0
19132,50,blue-collar,married,primary,no,604,no,no,cellular,5,aug,1,0,0,unknown,0,1.7333333333333334,"(48.0, 63.0]",0
41384,45,technician,married,unknown,no,886,yes,no,cellular,1,sep,1,0,0,unknown,0,1.9166666666666667,"(33.0, 48.0]",0
23231,33,management,single,tertiary,no,7084,no,no,cellular,27,aug,8,0,0,unknown,1,8.533333333333333,"(17.925, 33.0]",0
41648,40,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,1,121,1,success,1,1.95,"(33.0, 48.0]",1
19762,31,management,single,tertiary,no,18,no,no,cellular,8,aug,2,0,0,unknown,0,1.3666666666666667,"(17.925, 33.0]",0
9195,55,admin.,single,secondary,no,533,no,no,unknown,5,jun,2,0,0,unknown,0,0.6666666666666666,"(48.0, 63.0]",0
26073,39,housemaid,married,secondary,no,4136,yes,no,cellular,19,nov,2,170,3,failure,0,3.2333333333333334,"(33.0, 48.0]",1
39190,27,blue-collar,single,secondary,no,179,yes,no,cellular,18,may,2,0,0,unknown,0,1.2333333333333334,"(17.925, 33.0]",0
14944,38,management,married,secondary,no,3500,yes,no,cellular,16,jul,4,0,0,unknown,0,6.766666666666667,"(33.0, 48.0]",0
6985,33,blue-collar,married,primary,no,-342,yes,no,unknown,28,may,2,0,0,unknown,0,8.8,"(17.925, 33.0]",0
20548,57,blue-collar,married,secondary,no,6004,yes,no,cellular,12,aug,6,0,0,unknown,0,2.6166666666666667,"(48.0, 63.0]",0
3220,42,unemployed,married,tertiary,no,1270,yes,no,unknown,15,may,1,0,0,unknown,0,3.2,"(33.0, 48.0]",0
39935,35,management,married,tertiary,no,5367,no,no,cellular,2,jun,1,92,1,failure,0,1.3333333333333333,"(33.0, 48.0]",1
15130,35,management,married,tertiary,no,489,yes,no,cellular,17,jul,3,0,0,unknown,0,1.8166666666666667,"(33.0, 48.0]",0
13804,26,services,married,secondary,no,2063,yes,yes,cellular,10,jul,1,0,0,unknown,0,3.683333333333333,"(17.925, 33.0]",0
28297,53,entrepreneur,married,tertiary,no,71,no,yes,cellular,29,jan,1,0,0,unknown,0,1.4333333333333333,"(48.0, 63.0]",0
32714,42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,apr,1,318,2,failure,0,9.6,"(33.0, 48.0]",1
29941,32,entrepreneur,married,tertiary,no,1496,no,no,cellular,4,feb,1,0,0,unknown,0,4.45,"(17.925, 33.0]",0
23543,43,technician,divorced,secondary,no,0,no,no,cellular,28,aug,2,0,0,unknown,0,3.2,"(33.0, 48.0]",0
34321,53,technician,married,secondary,no,112,no,no,telephone,4,may,4,0,0,unknown,0,1.7333333333333334,"(48.0, 63.0]",0
12146,52,technician,married,secondary,no,945,no,no,unknown,20,jun,8,0,0,unknown,0,0.26666666666666666,"(48.0, 63.0]",0
34559,27,technician,single,tertiary,no,75,yes,yes,cellular,5,may,1,351,1,failure,0,5.133333333333334,"(17.925, 33.0]",1
22980,47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,4,0,0,unknown,0,3.0833333333333335,"(33.0, 48.0]",0
37452,57,blue-collar,married,secondary,no,25,yes,no,cellular,13,may,2,359,1,failure,0,6.3,"(48.0, 63.0]",1
43545,60,housemaid,married,primary,no,182,no,no,cellular,26,apr,5,181,5,failure,0,2.7666666666666666,"(48.0, 63.0]",1
4347,44,self-employed,single,tertiary,no,149,yes,no,unknown,19,may,10,0,0,unknown,0,5.533333333333333,"(33.0, 48.0]",0
13114,30,technician,married,secondary,no,139,no,yes,cellular,8,jul,2,0,0,unknown,0,17.433333333333334,"(17.925, 33.0]",0
24896,34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,1,0,0,unknown,1,13.916666666666666,"(33.0, 48.0]",0
1008,34,blue-collar,married,primary,no,267,yes,no,unknown,7,may,1,0,0,unknown,0,6.033333333333333,"(33.0, 48.0]",0
3836,45,management,married,tertiary,no,876,no,no,unknown,16,may,1,0,0,unknown,0,2.966666666666667,"(33.0, 48.0]",0
34267,36,management,single,tertiary,no,1876,no,no,cellular,4,may,1,0,0,unknown,0,2.5,"(33.0, 48.0]",0
16957,46,admin.,married,unknown,no,0,yes,no,cellular,25,jul,1,0,0,unknown,0,0.8166666666666667,"(33.0, 48.0]",0
34088,53,unemployed,married,primary,no,142,no,no,cellular,30,apr,2,0,0,unknown,0,2.8,"(48.0, 63.0]",0
10657,43,management,married,tertiary,no,0,no,no,unknown,16,jun,1,0,0,unknown,0,0.7666666666666667,"(33.0, 48.0]",0
7374,41,entrepreneur,married,tertiary,no,1065,yes,yes,unknown,29,may,1,0,0,unknown,0,9.216666666666667,"(33.0, 48.0]",0
11488,44,technician,married,unknown,no,1127,yes,no,unknown,19,jun,4,0,0,unknown,0,1.9666666666666666,"(33.0, 48.0]",0
15307,46,housemaid,married,primary,no,238,no,yes,cellular,18,jul,2,0,0,unknown,0,1.4166666666666667,"(33.0, 48.0]",0
27960,30,admin.,single,secondary,no,732,yes,no,cellular,28,jan,1,223,1,failure,0,7.416666666666667,"(17.925, 33.0]",1
43589,28,technician,single,secondary,no,631,no,no,cellular,29,apr,7,0,0,unknown,0,13.916666666666666,"(17.925, 33.0]",0
2116,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,1,0,0,unknown,0,1.7,"(33.0, 48.0]",0
28844,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,2,197,2,other,0,3.4833333333333334,"(48.0, 63.0]",1
33718,31,management,single,tertiary,no,354,no,no,cellular,21,apr,2,0,0,unknown,1,4.033333333333333,"(17.925, 33.0]",0
38035,41,admin.,single,secondary,no,3895,yes,no,cellular,14,may,3,296,11,other,0,5.083333333333333,"(33.0, 48.0]",1
19626,48,technician,single,secondary,no,309,no,no,cellular,7,aug,2,0,0,unknown,0,3.1666666666666665,"(33.0, 48.0]",0
23856,31,services,single,secondary,no,2070,no,no,cellular,29,aug,2,0,0,unknown,0,5.316666666666666,"(17.925, 33.0]",0
37691,28,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,9,344,1,failure,0,0.16666666666666666,"(17.925, 33.0]",1
1895,35,technician,single,secondary,no,300,yes,no,unknown,9,may,4,0,0,unknown,0,5.633333333333334,"(33.0, 48.0]",0
7468,53,blue-collar,married,primary,no,95,yes,no,unknown,29,may,3,0,0,unknown,0,0.8833333333333333,"(48.0, 63.0]",0
28045,32,self-employed,married,tertiary,no,1918,no,no,cellular,28,jan,2,0,0,unknown,0,2.1333333333333333,"(17.925, 33.0]",0
22974,52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,2,0,0,unknown,0,3.2666666666666666,"(48.0, 63.0]",0
8647,39,admin.,single,secondary,no,548,yes,no,unknown,3,jun,2,0,0,unknown,0,4.933333333333334,"(33.0, 48.0]",0
16307,34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,jul,2,0,0,unknown,0,1.0166666666666666,"(33.0, 48.0]",0
22711,52,management,single,tertiary,no,597,no,no,cellular,25,aug,4,0,0,unknown,0,1.4,"(48.0, 63.0]",0
4285,27,technician,single,secondary,no,16,no,no,unknown,19,may,1,0,0,unknown,0,3.216666666666667,"(17.925, 33.0]",0
40532,34,admin.,married,secondary,no,1551,yes,yes,cellular,8,jul,2,82,4,other,0,3.1333333333333333,"(33.0, 48.0]",1
40711,57,services,married,secondary,no,2476,yes,no,cellular,7,aug,1,459,1,success,0,3.9833333333333334,"(48.0, 63.0]",1
20248,60,retired,married,primary,no,172,no,no,cellular,11,aug,4,0,0,unknown,0,4.116666666666666,"(48.0, 63.0]",0
7836,40,management,single,tertiary,no,402,yes,no,unknown,30,may,3,0,0,unknown,0,4.05,"(33.0, 48.0]",0
35275,32,blue-collar,married,secondary,no,428,yes,no,cellular,7,may,1,363,1,failure,0,1.55,"(17.925, 33.0]",1
12465,31,services,married,tertiary,yes,-90,no,yes,unknown,1,jul,1,0,0,unknown,0,2.8833333333333333,"(17.925, 33.0]",0
1623,42,management,divorced,secondary,no,117,yes,no,unknown,9,may,1,0,0,unknown,0,1.75,"(33.0, 48.0]",0
36318,56,retired,married,secondary,no,102,yes,no,telephone,11,may,1,369,1,failure,0,4.45,"(48.0, 63.0]",1
39569,33,management,married,tertiary,no,1778,no,no,cellular,26,may,1,103,1,success,0,2.2333333333333334,"(17.925, 33.0]",1
39680,39,technician,married,secondary,no,505,no,no,cellular,27,may,4,0,0,unknown,0,1.4333333333333333,"(33.0, 48.0]",0
30050,34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,2,169,2,failure,0,6.033333333333333,"(33.0, 48.0]",1
41721,61,retired,married,secondary,no,286,no,no,cellular,7,oct,1,0,0,unknown,0,8.75,"(48.0, 63.0]",0
6705,39,blue-collar,married,primary,no,2862,yes,no,unknown,28,may,2,0,0,unknown,0,3.783333333333333,"(33.0, 48.0]",0
41707,63,retired,married,secondary,no,415,yes,no,cellular,7,oct,1,0,0,unknown,0,5.383333333333334,"(48.0, 63.0]",0
27637,58,entrepreneur,married,secondary,no,0,no,yes,cellular,21,nov,2,0,0,unknown,0,0.9333333333333333,"(48.0, 63.0]",0
25539,33,management,single,tertiary,no,659,yes,no,cellular,19,nov,1,0,0,unknown,0,5.183333333333334,"(17.925, 33.0]",0
20603,49,blue-collar,married,primary,no,128,no,no,cellular,12,aug,2,0,0,unknown,1,11.6,"(48.0, 63.0]",0
44643,75,retired,married,primary,no,1413,no,no,cellular,1,sep,2,188,2,success,1,8.866666666666667,"(63.0, 78.0]",1
2877,30,blue-collar,married,secondary,no,938,yes,no,unknown,14,may,1,0,0,unknown,0,2.65,"(17.925, 33.0]",0
20578,30,self-employed,married,secondary,no,0,no,no,cellular,12,aug,3,0,0,unknown,0,4.95,"(17.925, 33.0]",0
11808,57,technician,married,tertiary,no,27069,no,yes,unknown,20,jun,3,0,0,unknown,0,2.9,"(48.0, 63.0]",0
39972,34,technician,married,tertiary,no,127,no,no,cellular,3,jun,1,0,0,unknown,1,1.95,"(33.0, 48.0]",0
38967,34,blue-collar,married,primary,no,363,yes,no,cellular,18,may,5,0,0,unknown,0,1.6333333333333333,"(33.0, 48.0]",0
4364,52,services,married,unknown,no,337,yes,no,unknown,19,may,3,0,0,unknown,0,1.4166666666666667,"(48.0, 63.0]",0
6110,53,technician,married,secondary,no,87,yes,no,unknown,27,may,9,0,0,unknown,0,3.05,"(48.0, 63.0]",0
19683,36,technician,single,secondary,no,651,no,no,cellular,7,aug,1,0,0,unknown,1,14.6,"(33.0, 48.0]",0
24650,36,management,married,tertiary,no,7,yes,no,cellular,17,nov,2,0,0,unknown,0,8.35,"(33.0, 48.0]",0
4919,33,management,married,tertiary,no,188,yes,no,unknown,21,may,1,0,0,unknown,0,2.2666666666666666,"(17.925, 33.0]",0
25506,33,management,single,tertiary,no,896,yes,no,cellular,19,nov,1,0,0,unknown,0,9.616666666666667,"(17.925, 33.0]",0
24670,52,technician,divorced,secondary,no,0,no,no,telephone,17,nov,3,0,0,unknown,0,3.5833333333333335,"(48.0, 63.0]",0
28034,52,management,married,tertiary,no,1392,no,no,cellular,28,jan,2,205,3,failure,0,18.683333333333334,"(48.0, 63.0]",1
27112,42,technician,married,secondary,no,3228,no,no,cellular,21,nov,1,0,0,unknown,0,2.216666666666667,"(33.0, 48.0]",0
21854,42,management,single,secondary,no,164,no,no,cellular,20,aug,2,0,0,unknown,0,8.333333333333334,"(33.0, 48.0]",0
42955,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,1,92,1,success,1,4.833333333333333,"(63.0, 78.0]",1
39949,27,student,single,secondary,no,121,no,no,cellular,2,jun,2,0,0,unknown,0,2.4166666666666665,"(17.925, 33.0]",0
3704,41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,1,0,0,unknown,0,0.4166666666666667,"(33.0, 48.0]",0
36884,33,services,married,secondary,no,204,yes,yes,cellular,12,may,2,357,3,failure,0,2.3666666666666667,"(17.925, 33.0]",1
8305,35,blue-collar,married,primary,no,828,no,no,unknown,2,jun,8,0,0,unknown,0,7.8,"(33.0, 48.0]",0
22637,58,services,married,secondary,no,818,no,no,cellular,22,aug,1,0,0,unknown,0,4.716666666666667,"(48.0, 63.0]",0
26262,40,housemaid,divorced,secondary,no,1194,yes,no,cellular,20,nov,2,0,0,unknown,0,1.65,"(33.0, 48.0]",0
499,37,technician,single,secondary,no,17,yes,no,unknown,6,may,1,0,0,unknown,0,2.7333333333333334,"(33.0, 48.0]",0
19882,34,technician,married,secondary,no,134,no,no,cellular,8,aug,4,0,0,unknown,0,1.7333333333333334,"(33.0, 48.0]",0
2259,21,student,single,unknown,no,137,yes,no,unknown,12,may,3,0,0,unknown,0,3.3,"(17.925, 33.0]",0
27479,38,management,married,secondary,no,16236,yes,no,cellular,21,nov,3,0,0,unknown,0,2.316666666666667,"(33.0, 48.0]",0
29093,58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,3,5,3,other,0,2.683333333333333,"(48.0, 63.0]",1
24313,55,management,married,tertiary,no,926,yes,no,cellular,17,nov,1,0,0,unknown,0,5.15,"(48.0, 63.0]",0
36640,54,services,divorced,secondary,no,1012,yes,no,cellular,12,may,3,175,2,other,0,0.55,"(48.0, 63.0]",1
4788,34,management,married,tertiary,no,363,no,no,unknown,21,may,5,0,0,unknown,0,2.85,"(33.0, 48.0]",0
31265,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,1,107,2,other,1,3.033333333333333,"(33.0, 48.0]",1
17704,51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,6,0,0,unknown,0,0.8666666666666667,"(48.0, 63.0]",0
30398,36,management,married,tertiary,no,0,yes,no,cellular,5,feb,2,8,1,other,0,4.083333333333333,"(33.0, 48.0]",1
20383,30,technician,single,secondary,no,3927,yes,no,cellular,11,aug,1,0,0,unknown,0,4.116666666666666,"(17.925, 33.0]",0
44004,47,management,single,tertiary,no,334,yes,no,cellular,28,jun,3,94,9,success,1,10.233333333333333,"(33.0, 48.0]",1
2453,44,management,married,tertiary,no,0,no,no,unknown,13,may,1,0,0,unknown,0,0.45,"(33.0, 48.0]",0
7298,51,blue-collar,divorced,primary,no,-413,yes,no,unknown,29,may,4,0,0,unknown,0,5.516666666666667,"(48.0, 63.0]",0
