age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,min_duration,age_bin,pdays_contacted
57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,1,0,0,unknown,2.8666666666666667,"(48.0, 63.0]",0
38,admin.,single,tertiary,no,45789,no,no,telephone,21,jul,31,0,0,unknown,0.35,"(33.0, 48.0]",0
31,management,married,tertiary,no,459,no,no,cellular,28,aug,14,0,0,unknown,0.21666666666666667,"(17.925, 33.0]",0
57,blue-collar,married,secondary,no,2192,no,no,unknown,15,may,2,0,0,unknown,3.466666666666667,"(48.0, 63.0]",0
32,technician,married,secondary,no,-91,yes,no,unknown,26,may,2,0,0,unknown,1.5833333333333333,"(17.925, 33.0]",0
26,management,single,tertiary,no,4683,yes,no,cellular,4,may,2,180,1,failure,5.566666666666666,"(17.925, 33.0]",1
64,management,married,tertiary,no,679,no,no,telephone,22,apr,3,0,0,unknown,2.25,"(63.0, 78.0]",0
48,management,married,tertiary,no,489,yes,no,unknown,13,may,1,0,0,unknown,1.0,"(33.0, 48.0]",0
37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,6,0,0,unknown,4.066666666666666,"(33.0, 48.0]",0
32,student,single,secondary,no,5836,no,no,cellular,2,sep,2,493,2,failure,4.683333333333334,"(17.925, 33.0]",1
42,blue-collar,married,secondary,no,273,no,no,unknown,12,jun,1,0,0,unknown,5.25,"(33.0, 48.0]",0
43,management,married,tertiary,no,400,yes,no,unknown,5,may,1,0,0,unknown,4.266666666666667,"(33.0, 48.0]",0
28,blue-collar,married,secondary,no,948,yes,no,unknown,9,may,1,0,0,unknown,7.583333333333333,"(17.925, 33.0]",0
35,management,married,tertiary,no,0,yes,no,telephone,29,jul,12,0,0,unknown,6.65,"(33.0, 48.0]",0
47,services,married,secondary,no,367,yes,no,cellular,10,jul,4,0,0,unknown,7.933333333333334,"(33.0, 48.0]",0
39,technician,married,tertiary,no,1889,no,no,cellular,29,jan,2,0,0,unknown,1.8,"(33.0, 48.0]",0
59,admin.,married,secondary,no,92,yes,no,cellular,12,may,2,350,1,failure,2.316666666666667,"(48.0, 63.0]",1
30,management,single,tertiary,no,464,no,no,cellular,28,jan,1,0,0,unknown,1.3333333333333333,"(17.925, 33.0]",0
38,technician,single,secondary,no,28,yes,yes,cellular,20,apr,3,0,0,unknown,2.183333333333333,"(33.0, 48.0]",0
47,admin.,single,tertiary,no,178,no,no,telephone,5,feb,6,0,0,unknown,0.2833333333333333,"(33.0, 48.0]",0
25,student,single,secondary,no,469,no,no,cellular,21,aug,1,86,1,other,4.55,"(17.925, 33.0]",1
47,admin.,single,secondary,no,-331,yes,no,cellular,14,jul,4,0,0,unknown,3.783333333333333,"(33.0, 48.0]",0
24,technician,single,secondary,no,-256,yes,no,unknown,26,may,2,0,0,unknown,1.8333333333333333,"(17.925, 33.0]",0
33,self-employed,married,tertiary,no,0,yes,no,cellular,19,nov,2,0,0,unknown,2.033333333333333,"(17.925, 33.0]",0
30,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,2,0,0,unknown,2.75,"(17.925, 33.0]",0
83,housemaid,divorced,primary,no,5944,no,no,cellular,30,jul,3,0,0,unknown,3.3333333333333335,"(78.0, 93.0]",0
53,technician,married,secondary,no,87,yes,no,unknown,27,may,9,0,0,unknown,3.05,"(48.0, 63.0]",0
33,entrepreneur,married,tertiary,no,0,no,no,cellular,20,nov,1,0,0,unknown,3.8666666666666667,"(17.925, 33.0]",0
50,blue-collar,married,primary,no,104,yes,no,cellular,17,apr,3,324,2,other,5.283333333333333,"(48.0, 63.0]",1
48,services,single,primary,no,1499,yes,no,cellular,12,may,7,0,0,unknown,0.2833333333333333,"(33.0, 48.0]",0
36,management,married,tertiary,no,0,no,no,cellular,27,aug,11,0,0,unknown,9.3,"(33.0, 48.0]",0
45,admin.,married,secondary,no,171,yes,no,unknown,12,may,1,0,0,unknown,8.983333333333333,"(33.0, 48.0]",0
51,entrepreneur,married,tertiary,no,209,no,no,cellular,29,jul,2,0,0,unknown,1.8666666666666667,"(48.0, 63.0]",0
29,technician,single,secondary,no,382,no,no,cellular,5,aug,4,0,0,unknown,6.816666666666666,"(17.925, 33.0]",0
36,services,married,secondary,no,42,yes,no,unknown,8,may,4,0,0,unknown,1.7,"(33.0, 48.0]",0
31,technician,married,secondary,no,183,no,no,cellular,16,apr,1,0,0,unknown,8.25,"(17.925, 33.0]",0
40,management,married,tertiary,no,10786,no,no,unknown,20,jun,3,0,0,unknown,1.85,"(33.0, 48.0]",0
33,management,married,secondary,no,165,yes,no,telephone,5,feb,3,258,15,other,2.1,"(17.925, 33.0]",1
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,1,7,2,failure,8.366666666666667,"(33.0, 48.0]",1
38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,1,0,0,unknown,0.7666666666666667,"(33.0, 48.0]",0
32,management,single,tertiary,no,697,no,no,cellular,7,aug,1,99,3,failure,1.9833333333333334,"(17.925, 33.0]",1
60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,2,0,0,unknown,2.95,"(48.0, 63.0]",0
31,admin.,single,secondary,no,1374,yes,no,cellular,18,may,2,370,1,failure,4.833333333333333,"(17.925, 33.0]",1
79,retired,divorced,primary,no,1910,no,no,telephone,24,feb,2,0,0,unknown,1.6333333333333333,"(78.0, 93.0]",0
32,blue-collar,single,secondary,no,574,yes,no,cellular,15,may,4,0,0,unknown,0.85,"(17.925, 33.0]",0
59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,2,0,0,unknown,7.983333333333333,"(48.0, 63.0]",0
38,services,married,secondary,no,53,no,no,cellular,4,feb,1,0,0,unknown,3.7666666666666666,"(33.0, 48.0]",0
39,technician,married,secondary,no,116,no,no,cellular,24,aug,2,94,2,success,1.3166666666666667,"(33.0, 48.0]",1
30,technician,single,secondary,no,728,yes,no,cellular,5,feb,1,261,1,other,6.55,"(17.925, 33.0]",1
32,technician,married,secondary,no,3155,yes,no,unknown,23,may,3,0,0,unknown,1.65,"(17.925, 33.0]",0
51,blue-collar,married,primary,no,0,no,no,cellular,7,aug,6,0,0,unknown,3.8,"(48.0, 63.0]",0
33,management,married,tertiary,no,114,yes,yes,cellular,18,jul,9,0,0,unknown,3.45,"(17.925, 33.0]",0
46,management,married,primary,no,589,no,no,cellular,29,jan,2,0,0,unknown,3.3333333333333335,"(33.0, 48.0]",0
30,services,single,secondary,no,1881,no,yes,unknown,26,jun,1,0,0,unknown,0.48333333333333334,"(17.925, 33.0]",0
30,self-employed,married,secondary,no,8563,yes,no,cellular,12,may,1,351,4,other,1.8166666666666667,"(17.925, 33.0]",1
34,technician,single,tertiary,no,19,no,no,cellular,20,aug,3,0,0,unknown,5.75,"(33.0, 48.0]",0
38,technician,married,secondary,no,20,no,no,cellular,2,feb,1,0,0,unknown,2.45,"(33.0, 48.0]",0
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,4,331,1,failure,4.85,"(33.0, 48.0]",1
44,technician,married,secondary,no,-199,no,no,unknown,26,may,3,0,0,unknown,2.4,"(33.0, 48.0]",0
51,technician,married,secondary,no,330,yes,no,unknown,13,may,4,0,0,unknown,1.2,"(48.0, 63.0]",0
41,housemaid,married,tertiary,no,38,yes,no,unknown,15,may,7,0,0,unknown,3.8333333333333335,"(33.0, 48.0]",0
33,technician,single,tertiary,no,1190,yes,no,cellular,17,apr,2,252,4,failure,0.8333333333333334,"(17.925, 33.0]",1
46,self-employed,married,primary,no,2295,yes,no,unknown,11,jun,1,0,0,unknown,2.3,"(33.0, 48.0]",0
68,retired,married,primary,no,2301,no,no,cellular,14,aug,3,120,1,failure,1.5,"(63.0, 78.0]",1
38,management,single,tertiary,no,2346,yes,no,cellular,28,jan,1,0,0,unknown,5.25,"(33.0, 48.0]",0
36,services,married,primary,no,179,no,no,unknown,9,jun,1,0,0,unknown,6.85,"(33.0, 48.0]",0
38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,2,280,1,failure,2.2666666666666666,"(33.0, 48.0]",1
34,technician,divorced,secondary,no,-133,yes,no,cellular,8,jul,1,0,0,unknown,6.583333333333333,"(33.0, 48.0]",0
52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,1,0,0,unknown,4.866666666666666,"(48.0, 63.0]",0
26,technician,single,tertiary,no,1274,no,no,telephone,29,jan,2,0,0,unknown,7.916666666666667,"(17.925, 33.0]",0
59,management,married,tertiary,no,101,no,yes,unknown,9,jun,1,686,2,failure,0.48333333333333334,"(48.0, 63.0]",1
36,management,divorced,tertiary,no,36,yes,no,cellular,29,jan,1,261,6,failure,3.783333333333333,"(33.0, 48.0]",1
51,services,married,secondary,no,657,no,no,cellular,3,apr,2,0,0,unknown,1.1,"(48.0, 63.0]",0
28,management,single,secondary,no,1861,no,no,cellular,29,jan,2,0,0,unknown,0.7166666666666667,"(17.925, 33.0]",0
35,services,married,secondary,no,211,yes,no,cellular,12,may,1,0,0,unknown,3.1166666666666667,"(33.0, 48.0]",0
47,blue-collar,married,secondary,no,3630,yes,no,unknown,14,may,4,0,0,unknown,2.216666666666667,"(33.0, 48.0]",0
48,technician,married,secondary,no,1764,yes,no,unknown,14,may,2,0,0,unknown,2.0833333333333335,"(33.0, 48.0]",0
43,services,married,secondary,no,-1,no,no,cellular,30,jul,2,0,0,unknown,10.083333333333334,"(33.0, 48.0]",0
39,blue-collar,married,secondary,no,661,yes,no,unknown,12,may,4,0,0,unknown,2.7,"(33.0, 48.0]",0
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,1,0,0,unknown,10.25,"(17.925, 33.0]",0
50,services,married,secondary,no,753,no,no,unknown,18,jun,2,0,0,unknown,0.9833333333333333,"(48.0, 63.0]",0
57,services,married,secondary,no,204,no,no,telephone,24,jul,3,0,0,unknown,1.1666666666666667,"(48.0, 63.0]",0
45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,nov,1,0,0,unknown,2.6166666666666667,"(33.0, 48.0]",0
28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,1,399,3,success,15.666666666666666,"(17.925, 33.0]",1
43,admin.,single,secondary,no,2539,yes,no,unknown,16,may,4,0,0,unknown,8.816666666666666,"(33.0, 48.0]",0
50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,1,105,2,failure,0.7166666666666667,"(48.0, 63.0]",1
58,blue-collar,married,primary,no,0,no,no,cellular,26,aug,4,0,0,unknown,2.8,"(48.0, 63.0]",0
51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,5,0,0,unknown,1.2333333333333334,"(48.0, 63.0]",0
36,technician,divorced,tertiary,no,0,no,no,unknown,23,may,2,0,0,unknown,8.983333333333333,"(33.0, 48.0]",0
59,retired,married,secondary,no,2396,no,no,cellular,27,aug,6,0,0,unknown,17.333333333333332,"(48.0, 63.0]",0
33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,1,80,14,other,5.383333333333334,"(17.925, 33.0]",1
47,management,divorced,tertiary,no,-478,yes,no,unknown,3,jun,6,0,0,unknown,0.45,"(33.0, 48.0]",0
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,1,92,1,success,6.216666666666667,"(33.0, 48.0]",1
27,student,single,secondary,no,1423,no,no,unknown,29,jun,1,0,0,unknown,0.13333333333333333,"(17.925, 33.0]",0
58,technician,single,secondary,no,8600,yes,no,cellular,18,nov,1,0,0,unknown,1.0166666666666666,"(48.0, 63.0]",0
33,management,single,tertiary,no,923,yes,no,cellular,19,nov,3,173,6,failure,21.783333333333335,"(17.925, 33.0]",1
49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1,0,0,unknown,22.766666666666666,"(48.0, 63.0]",0
50,management,married,tertiary,no,964,yes,no,unknown,6,may,1,0,0,unknown,5.383333333333334,"(48.0, 63.0]",0
30,technician,single,tertiary,no,69,no,no,cellular,21,aug,1,0,0,unknown,5.0,"(17.925, 33.0]",0
58,admin.,married,secondary,no,4962,no,yes,cellular,17,nov,1,0,0,unknown,1.8666666666666667,"(48.0, 63.0]",0
31,self-employed,single,tertiary,no,2589,no,no,cellular,21,nov,1,0,0,unknown,10.233333333333333,"(17.925, 33.0]",0
28,admin.,married,secondary,no,423,yes,no,cellular,23,jul,1,0,0,unknown,4.083333333333333,"(17.925, 33.0]",0
67,retired,married,primary,no,8465,no,no,cellular,26,feb,1,0,0,unknown,3.9,"(63.0, 78.0]",0
52,technician,married,secondary,no,22755,yes,no,unknown,29,may,2,0,0,unknown,1.1666666666666667,"(48.0, 63.0]",0
27,blue-collar,married,primary,no,500,yes,no,cellular,15,may,6,365,6,failure,0.26666666666666666,"(17.925, 33.0]",1
34,blue-collar,divorced,secondary,no,3798,yes,no,unknown,23,may,1,0,0,unknown,8.133333333333333,"(33.0, 48.0]",0
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,1,57,2,failure,16.616666666666667,"(17.925, 33.0]",1
38,blue-collar,divorced,secondary,no,2998,yes,no,unknown,11,jun,1,0,0,unknown,1.5166666666666666,"(33.0, 48.0]",0
45,services,married,secondary,no,1064,no,no,cellular,22,aug,6,0,0,unknown,3.5,"(33.0, 48.0]",0
56,services,married,secondary,no,1989,no,no,cellular,3,aug,4,181,4,success,4.65,"(48.0, 63.0]",1
28,services,single,secondary,no,339,no,no,cellular,3,dec,1,182,1,success,5.833333333333333,"(17.925, 33.0]",1
33,technician,single,secondary,no,234,no,no,cellular,1,apr,1,370,2,failure,2.933333333333333,"(17.925, 33.0]",1
29,admin.,single,secondary,no,900,yes,no,unknown,14,may,1,0,0,unknown,5.65,"(17.925, 33.0]",0
31,management,married,secondary,yes,0,no,yes,cellular,23,jul,1,0,0,unknown,1.85,"(17.925, 33.0]",0
38,technician,married,tertiary,no,34,no,yes,cellular,3,jun,1,0,0,unknown,1.4666666666666666,"(33.0, 48.0]",0
54,technician,married,secondary,no,1865,yes,no,unknown,28,may,2,0,0,unknown,2.0833333333333335,"(48.0, 63.0]",0
46,technician,divorced,secondary,no,-1034,yes,yes,cellular,7,may,1,0,0,unknown,3.25,"(33.0, 48.0]",0
52,technician,married,unknown,no,0,no,no,unknown,6,may,1,0,0,unknown,3.25,"(48.0, 63.0]",0
31,blue-collar,single,secondary,no,823,yes,yes,cellular,7,apr,1,0,0,unknown,3.466666666666667,"(17.925, 33.0]",0
60,blue-collar,married,primary,no,5798,yes,no,cellular,6,feb,2,0,0,unknown,0.9666666666666667,"(48.0, 63.0]",0
28,self-employed,single,tertiary,no,270,yes,no,cellular,7,may,2,345,2,failure,0.8166666666666667,"(17.925, 33.0]",1
51,services,married,secondary,no,53,no,yes,cellular,24,jul,1,0,0,unknown,3.2,"(48.0, 63.0]",0
35,technician,single,secondary,no,920,yes,no,cellular,11,aug,2,286,6,failure,2.65,"(33.0, 48.0]",1
51,technician,single,secondary,no,1153,yes,no,cellular,20,apr,5,0,0,unknown,1.2666666666666666,"(48.0, 63.0]",0
38,entrepreneur,divorced,tertiary,no,504,yes,no,unknown,26,may,3,0,0,unknown,1.1333333333333333,"(33.0, 48.0]",0
66,unknown,divorced,unknown,no,1993,yes,no,cellular,6,jul,4,0,0,unknown,1.95,"(63.0, 78.0]",0
51,admin.,married,secondary,no,-895,yes,no,cellular,20,apr,5,0,0,unknown,1.7333333333333334,"(48.0, 63.0]",0
32,blue-collar,married,secondary,no,316,yes,no,cellular,9,feb,4,0,0,unknown,0.23333333333333334,"(17.925, 33.0]",0
47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,1,188,1,failure,0.8,"(33.0, 48.0]",1
48,services,married,secondary,no,1573,no,no,cellular,5,aug,1,0,0,unknown,2.75,"(33.0, 48.0]",0
33,technician,married,tertiary,no,35,no,no,cellular,7,aug,4,0,0,unknown,5.766666666666667,"(17.925, 33.0]",0
36,blue-collar,married,secondary,no,-100,yes,no,unknown,3,jun,2,0,0,unknown,6.15,"(33.0, 48.0]",0
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,2,92,3,success,4.883333333333334,"(17.925, 33.0]",1
59,self-employed,married,tertiary,no,0,yes,no,cellular,23,jul,1,0,0,unknown,4.266666666666667,"(48.0, 63.0]",0
53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,4,0,0,unknown,3.7666666666666666,"(48.0, 63.0]",0
42,admin.,single,secondary,no,151,yes,no,telephone,5,may,3,0,0,unknown,3.783333333333333,"(33.0, 48.0]",0
33,management,single,tertiary,no,935,no,no,cellular,9,feb,2,92,8,success,6.416666666666667,"(17.925, 33.0]",1
32,entrepreneur,married,tertiary,no,598,no,no,cellular,18,aug,6,0,0,unknown,2.25,"(17.925, 33.0]",0
42,entrepreneur,married,tertiary,no,171,yes,no,cellular,14,may,1,176,5,failure,2.25,"(33.0, 48.0]",1
43,technician,married,primary,no,2309,yes,no,cellular,22,jul,1,0,0,unknown,9.633333333333333,"(33.0, 48.0]",0
52,blue-collar,single,secondary,no,894,no,yes,cellular,3,feb,2,0,0,unknown,6.05,"(48.0, 63.0]",0
40,management,married,tertiary,no,406,no,no,unknown,6,jun,1,0,0,unknown,4.366666666666666,"(33.0, 48.0]",0
60,retired,married,secondary,no,7,no,yes,cellular,18,aug,5,0,0,unknown,1.45,"(48.0, 63.0]",0
31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,3,0,0,unknown,5.533333333333333,"(17.925, 33.0]",0
38,unemployed,divorced,secondary,no,0,yes,no,unknown,30,may,4,0,0,unknown,4.683333333333334,"(33.0, 48.0]",0
34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,7,0,0,unknown,1.8166666666666667,"(33.0, 48.0]",0
57,retired,married,primary,no,318,no,no,cellular,22,aug,4,0,0,unknown,6.183333333333334,"(48.0, 63.0]",0
37,technician,married,tertiary,no,16,yes,yes,unknown,7,may,3,0,0,unknown,2.55,"(33.0, 48.0]",0
31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,8,0,0,unknown,11.066666666666666,"(17.925, 33.0]",0
36,management,divorced,tertiary,no,2397,no,no,cellular,25,aug,9,0,0,unknown,1.55,"(33.0, 48.0]",0
45,management,married,tertiary,no,-206,yes,no,cellular,6,may,2,0,0,unknown,5.616666666666666,"(33.0, 48.0]",0
53,services,divorced,secondary,no,0,no,no,cellular,12,mar,2,0,0,unknown,1.3333333333333333,"(48.0, 63.0]",0
36,blue-collar,married,secondary,no,959,yes,no,unknown,29,may,4,0,0,unknown,3.3333333333333335,"(33.0, 48.0]",0
25,unknown,single,unknown,no,329,yes,no,unknown,14,may,2,0,0,unknown,2.6333333333333333,"(17.925, 33.0]",0
25,services,single,secondary,no,-121,yes,no,cellular,6,may,2,0,0,unknown,5.716666666666667,"(17.925, 33.0]",0
28,blue-collar,married,secondary,no,83,yes,no,cellular,15,may,1,0,0,unknown,3.7333333333333334,"(17.925, 33.0]",0
25,management,single,tertiary,no,1129,no,no,cellular,8,jul,2,0,0,unknown,7.533333333333333,"(17.925, 33.0]",0
57,unemployed,married,secondary,no,3030,no,no,cellular,6,feb,2,0,0,unknown,2.3666666666666667,"(48.0, 63.0]",0
31,management,single,tertiary,no,1017,no,no,cellular,2,feb,1,0,0,unknown,1.3833333333333333,"(17.925, 33.0]",0
40,admin.,married,secondary,no,451,yes,yes,unknown,29,may,1,0,0,unknown,4.283333333333333,"(33.0, 48.0]",0
35,management,single,tertiary,no,3544,yes,no,cellular,8,jun,1,0,0,unknown,6.333333333333333,"(33.0, 48.0]",0
41,technician,single,tertiary,no,15302,no,no,cellular,19,aug,4,0,0,unknown,2.0166666666666666,"(33.0, 48.0]",0
25,services,single,secondary,no,642,yes,yes,cellular,4,may,2,0,0,unknown,6.066666666666666,"(17.925, 33.0]",0
24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,1,67,2,failure,2.216666666666667,"(17.925, 33.0]",1
47,services,married,primary,no,0,yes,yes,cellular,20,aug,4,0,0,unknown,2.3,"(33.0, 48.0]",0
32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,2,0,0,unknown,8.35,"(17.925, 33.0]",0
26,services,single,secondary,no,92,yes,no,unknown,3,jun,4,0,0,unknown,0.8333333333333334,"(17.925, 33.0]",0
38,management,married,tertiary,no,7124,no,no,unknown,16,jun,6,0,0,unknown,5.016666666666667,"(33.0, 48.0]",0
37,technician,single,secondary,no,363,yes,no,unknown,23,may,3,0,0,unknown,1.8333333333333333,"(33.0, 48.0]",0
58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,5,0,0,unknown,1.6833333333333333,"(48.0, 63.0]",0
47,management,divorced,tertiary,no,310,no,no,cellular,29,aug,2,0,0,unknown,2.2666666666666666,"(33.0, 48.0]",0
60,retired,married,primary,no,172,no,no,cellular,11,aug,4,0,0,unknown,4.116666666666666,"(48.0, 63.0]",0
42,services,married,unknown,no,-1085,no,yes,cellular,21,nov,1,0,0,unknown,0.75,"(33.0, 48.0]",0
37,management,married,secondary,no,66,yes,no,cellular,20,nov,1,0,0,unknown,1.4333333333333333,"(33.0, 48.0]",0
41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,2,0,0,unknown,2.1166666666666667,"(33.0, 48.0]",0
28,admin.,married,unknown,no,-1,yes,no,cellular,16,apr,1,0,0,unknown,0.5666666666666667,"(17.925, 33.0]",0
29,technician,single,tertiary,no,47,yes,no,unknown,16,may,11,0,0,unknown,1.85,"(17.925, 33.0]",0
41,management,married,secondary,no,6,no,no,cellular,5,may,1,0,0,unknown,2.05,"(33.0, 48.0]",0
36,management,divorced,tertiary,no,-1,no,no,cellular,26,feb,3,0,0,unknown,1.4666666666666666,"(33.0, 48.0]",0
54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,2,0,0,unknown,5.033333333333333,"(48.0, 63.0]",0
37,management,married,secondary,no,31,no,no,cellular,21,aug,4,0,0,unknown,1.9833333333333334,"(33.0, 48.0]",0
41,management,divorced,tertiary,no,1757,no,no,cellular,26,aug,13,0,0,unknown,8.583333333333334,"(33.0, 48.0]",0
39,housemaid,married,secondary,no,4136,yes,no,cellular,19,nov,2,170,3,failure,3.2333333333333334,"(33.0, 48.0]",1
70,retired,married,secondary,no,2384,no,no,cellular,30,oct,2,0,0,unknown,3.2666666666666666,"(63.0, 78.0]",0
50,unknown,single,unknown,no,490,no,no,unknown,12,jun,1,0,0,unknown,3.15,"(48.0, 63.0]",0
32,admin.,divorced,secondary,no,678,no,no,telephone,29,jan,4,0,0,unknown,4.05,"(17.925, 33.0]",0
31,technician,single,tertiary,no,1887,no,yes,cellular,20,nov,2,183,1,failure,3.75,"(17.925, 33.0]",1
43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,apr,1,0,0,unknown,3.283333333333333,"(33.0, 48.0]",0
35,technician,divorced,tertiary,no,4515,yes,no,cellular,11,may,3,173,2,failure,1.1,"(33.0, 48.0]",1
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,1,197,1,failure,2.9166666666666665,"(33.0, 48.0]",1
33,management,single,tertiary,no,4128,yes,no,unknown,12,may,6,0,0,unknown,7.6,"(17.925, 33.0]",0
28,management,single,unknown,no,560,no,no,cellular,2,jun,1,0,0,unknown,2.25,"(17.925, 33.0]",0
32,blue-collar,single,secondary,no,541,yes,no,cellular,8,may,2,0,0,unknown,3.3666666666666667,"(17.925, 33.0]",0
38,blue-collar,married,secondary,no,-627,yes,yes,unknown,20,jun,4,0,0,unknown,2.933333333333333,"(33.0, 48.0]",0
35,admin.,divorced,secondary,no,534,no,no,cellular,7,jul,3,0,0,unknown,2.466666666666667,"(33.0, 48.0]",0
29,blue-collar,single,secondary,no,-15,yes,no,unknown,28,may,1,0,0,unknown,2.3333333333333335,"(17.925, 33.0]",0
33,services,married,secondary,no,90,yes,no,cellular,17,apr,2,263,2,failure,2.8333333333333335,"(17.925, 33.0]",1
34,management,married,tertiary,no,1310,no,no,telephone,30,jan,3,158,7,other,8.683333333333334,"(33.0, 48.0]",1
31,admin.,single,secondary,no,554,yes,no,cellular,25,may,3,103,2,failure,1.6166666666666667,"(17.925, 33.0]",1
42,admin.,divorced,secondary,no,24,yes,no,cellular,6,may,2,0,0,unknown,3.65,"(33.0, 48.0]",0
24,admin.,married,secondary,no,541,yes,no,unknown,5,jun,4,0,0,unknown,10.366666666666667,"(17.925, 33.0]",0
36,technician,single,secondary,no,664,no,no,cellular,22,aug,3,0,0,unknown,5.15,"(33.0, 48.0]",0
35,management,single,tertiary,no,560,yes,no,unknown,6,may,1,0,0,unknown,3.0166666666666666,"(33.0, 48.0]",0
40,management,married,tertiary,no,592,yes,no,telephone,15,may,11,0,0,unknown,0.25,"(33.0, 48.0]",0
46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,3,0,0,unknown,1.45,"(33.0, 48.0]",0
37,unemployed,married,tertiary,no,7620,no,no,telephone,25,may,3,0,0,unknown,1.6666666666666667,"(33.0, 48.0]",0
38,blue-collar,married,primary,no,406,yes,no,cellular,29,jan,1,188,5,failure,2.3,"(33.0, 48.0]",1
42,self-employed,single,secondary,no,924,no,no,cellular,2,feb,1,0,0,unknown,2.1166666666666667,"(33.0, 48.0]",0
41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,6,176,5,other,0.26666666666666666,"(33.0, 48.0]",1
40,services,single,secondary,no,1038,no,no,unknown,5,jun,1,0,0,unknown,12.35,"(33.0, 48.0]",0
30,technician,single,secondary,no,10152,yes,no,cellular,6,apr,2,270,1,failure,18.466666666666665,"(17.925, 33.0]",1
50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,1,0,0,unknown,7.6,"(48.0, 63.0]",0
48,blue-collar,married,secondary,no,794,no,no,cellular,11,aug,6,0,0,unknown,2.25,"(33.0, 48.0]",0
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,2,0,0,unknown,5.666666666666667,"(48.0, 63.0]",0
28,admin.,single,secondary,no,551,no,yes,cellular,8,jul,1,0,0,unknown,2.683333333333333,"(17.925, 33.0]",0
42,self-employed,married,tertiary,no,1385,no,no,cellular,25,aug,19,0,0,unknown,0.25,"(33.0, 48.0]",0
33,admin.,single,secondary,no,673,yes,no,unknown,14,may,2,0,0,unknown,3.316666666666667,"(17.925, 33.0]",0
29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,1,346,1,failure,0.8833333333333333,"(17.925, 33.0]",1
37,housemaid,married,tertiary,no,166,yes,no,cellular,12,may,1,0,0,unknown,2.2,"(33.0, 48.0]",0
37,management,married,tertiary,no,50,no,yes,cellular,17,jul,1,0,0,unknown,1.75,"(33.0, 48.0]",0
38,services,married,secondary,no,105,no,no,cellular,30,jul,2,0,0,unknown,4.066666666666666,"(33.0, 48.0]",0
24,management,single,tertiary,no,1085,no,yes,cellular,7,may,6,0,0,unknown,1.5833333333333333,"(17.925, 33.0]",0
40,blue-collar,married,primary,no,32,yes,no,cellular,7,may,1,0,0,unknown,1.7,"(33.0, 48.0]",0
34,management,married,tertiary,no,76,no,no,unknown,8,may,9,0,0,unknown,5.583333333333333,"(33.0, 48.0]",0
59,blue-collar,married,primary,no,3062,yes,no,cellular,14,aug,2,0,0,unknown,1.45,"(48.0, 63.0]",0
39,blue-collar,single,secondary,no,94,no,yes,cellular,23,jul,3,0,0,unknown,1.45,"(33.0, 48.0]",0
58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,nov,6,189,1,other,4.25,"(48.0, 63.0]",1
36,services,married,secondary,no,-260,yes,no,unknown,30,may,2,0,0,unknown,1.5166666666666666,"(33.0, 48.0]",0
41,technician,married,secondary,no,563,yes,no,cellular,13,aug,4,0,0,unknown,1.15,"(33.0, 48.0]",0
52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,1,0,0,unknown,2.066666666666667,"(48.0, 63.0]",0
